A1,A2
256,3
252,3
244,2
239,2
233,2
228,2
224,2
220,2
217,2
213,1
206,1
196,1
184,0
173,0
164,0
153,0
147,0
141,0
131,0
120,0
112,0
110,0
108,0
102,0
99,0
97,0
90,0
85,0
79,0
73,0
70,0
60,0
51,0
40,0
24,0
4,0
3,0
3,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
5,0
7,0
4,0
3,0
2,0
3,0
2,0
2,0
1,0
2,0
3,0
2,0
2,0
2,0
2,0
2,0
1,0
2,0
2,0
2,0
2,0
2,0
2,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0
2,0
2,0
2,0
4,0
25,0
43,0
64,0
71,0
74,0
78,0
87,0
100,0
108,0
117,0
130,0
143,0
159,1
169,1
174,1
185,1
195,1
205,1
209,1
218,2
232,2
245,2
257,2
269,3
284,3
294,3
300,3
306,3
317,3
334,4
354,4
367,5
376,5
388,5
400,6
417,6
428,6
434,6
441,7
451,7
460,7
466,8
474,8
484,8
492,9
506,9
522,10
535,10
538,11
544,11
548,11
551,11
552,11
558,12
571,13
578,13
591,14
598,14
601,14
602,15
602,15
615,16
627,16
633,17
660,19
670,19
681,20
701,22
708,22
712,23
718,23
730,24
749,26
752,26
752,27
769,28
782,30
784,30
799,31
815,33
834,35
948,46
1003,51
999,51
1003,52
1004,53
1003,53
1003,53
1004,54
1004,55
1002,55
1003,56
1010,57
1010,57
1010,58
1010,58
1009,58
1009,59
1009,59
1009,59
1009,59
1008,60
1007,60
1009,60
1009,61
1009,61
1009,61
1008,62
1008,62
1008,62
1008,63
1008,63
1009,63
1007,63
1003,63
1002,63
1008,64
1008,64
1006,65
1002,65
1005,65
1007,66
1008,66
1006,66
1009,67
1007,67
1008,68
1006,68
1003,68
1005,68
1005,69
1005,69
1005,69
1005,70
997,69
996,69
998,70
998,70
997,70
985,69
903,61
807,53
750,48
682,42
616,36
578,32
539,29
501,25
485,24
479,23
476,23
475,23
465,22
458,22
457,21
439,20
427,19
413,17
404,17
395,16
390,15
381,15
379,15
379,14
375,14
374,14
373,14
370,14
362,13
352,12
346,11
338,11
331,10
323,10
317,9
313,9
313,9
306,8
298,7
287,7
280,6
279,6
275,6
270,5
265,5
263,5
257,4
250,4
247,4
245,4
244,4
240,3
234,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
233,3
231,3
227,3
220,2
217,2
212,2
197,1
184,1
177,0
170,0
160,0
145,0
138,0
137,0
128,0
109,0
99,0
95,0
94,0
94,0
86,0
80,0
73,0
72,0
72,0
67,0
55,0
41,0
32,0
26,0
19,0
3,0
3,0
4,0
4,0
4,0
4,0
4,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
2,0
3,0
3,0
2,0
2,0
2,0
1,0
3,0
2,0
1,0
1,0
2,0
2,0
2,0
2,0
4,0
1,0
1,0
3,0
15,0
24,0
26,0
37,0
43,0
54,0
75,0
89,0
111,0
130,0
133,0
135,0
136,0
138,0
146,0
158,0
170,1
177,1
189,1
196,1
205,1
216,1
223,1
228,2
236,2
249,2
261,2
280,3
294,3
297,4
301,3
304,3
306,3
312,3
320,4
331,4
340,4
343,4
345,4
348,5
350,5
350,5
350,5
350,5
355,5
367,6
374,6
391,7
398,7
402,7
406,7
407,7
410,7
414,8
416,8
419,8
419,8
419,8
420,8
429,8
432,8
435,9
439,9
440,9
445,9
447,9
447,9
446,9
445,9
453,10
457,10
457,10
457,10
458,10
463,11
465,11
464,10
471,11
478,12
478,12
478,12
477,12
481,12
485,12
484,12
484,12
488,13
494,13
495,13
494,13
493,13
502,14
506,14
507,14
507,14
507,14
522,15
524,15
524,15
523,15
526,15
530,16
533,16
534,16
536,16
540,17
543,17
544,17
544,17
547,17
551,17
552,17
551,17
550,18
550,18
552,18
554,18
554,18
561,19
562,19
562,19
562,19
562,19
562,19
564,19
569,20
569,20
570,20
569,20
569,20
569,20
568,20
567,20
583,21
593,22
603,23
609,23
609,23
609,23
609,23
609,23
611,24
617,24
624,25
629,25
644,26
646,26
646,26
648,26
649,27
650,27
648,27
648,27
653,28
655,27
655,28
655,28
655,28
655,28
655,28
655,28
656,28
656,28
655,28
655,28
659,29
685,31
690,31
698,32
699,32
698,32
698,32
697,32
697,32
696,32
697,32
696,33
696,33
695,33
695,33
694,33
718,35
732,36
733,36
732,36
732,36
755,38
776,40
777,40
780,41
783,41
806,43
824,45
848,47
915,53
942,55
946,56
971,59
975,59
975,60
975,60
975,60
976,61
976,61
977,62
977,62
976,62
984,63
985,63
986,64
986,64
986,65
986,65
985,65
986,65
986,66
985,66
985,66
985,66
984,67
985,67
985,67
982,67
982,67
983,68
983,68
983,68
982,69
982,69
983,69
982,70
981,69
981,70
980,69
980,70
981,70
981,70
982,71
984,71
984,71
989,72
989,72
989,73
989,73
989,73
989,73
989,74
989,74
989,74
989,74
989,75
990,75
990,75
986,75
987,76
990,76
990,76
989,76
985,76
985,76
984,76
984,77
983,77
981,76
981,77
985,78
984,77
984,78
986,78
981,77
978,77
978,78
980,78
976,78
972,77
970,77
958,76
975,78
969,78
963,77
966,78
970,78
967,78
970,78
970,78
970,79
960,78
967,79
958,78
951,77
950,77
956,78
775,59
747,56
731,54
693,51
682,50
672,48
655,47
631,44
626,44
584,39
569,37
533,34
513,32
512,32
508,31
498,30
499,30
499,30
498,30
488,29
491,29
485,28
471,27
464,26
457,25
460,26
453,25
442,24
440,24
433,23
431,23
432,23
432,23
427,22
429,22
428,22
429,22
429,22
430,22
430,22
430,22
430,22
429,22
430,22
430,22
430,22
430,22
431,22
431,22
431,22
431,22
431,22
431,22
431,22
431,22
432,22
430,22
431,22
431,22
431,22
429,22
430,22
431,22
432,22
431,22
432,22
432,22
432,22
432,22
433,22
433,22
433,22
433,22
433,22
433,22
433,22
433,22
434,22
434,22
434,22
435,22
434,22
434,22
434,22
434,22
435,22
435,22
435,22
436,22
435,22
435,22
435,22
436,22
436,22
436,22
436,22
436,22
436,22
437,22
436,22
436,22
436,22
436,22
436,22
436,22
436,22
436,22
436,22
436,22
436,22
436,22
436,22
435,22
434,22
435,22
436,23
441,31
441,29
438,29
449,38
450,39
450,40
449,40
448,40
449,40
449,40
445,36
444,34
447,39
448,40
449,40
441,28
440,27
442,29
441,28
441,28
441,28
