A1,A2
876,523
876,524
876,524
876,524
876,524
877,525
877,526
877,526
876,525
875,525
877,527
878,527
877,527
878,528
878,528
878,528
878,528
878,529
878,529
879,529
877,528
876,527
876,528
880,531
878,529
885,535
885,535
885,535
886,536
884,534
882,533
875,528
874,529
870,525
872,526
865,521
868,524
864,522
872,527
869,525
823,492
830,497
487,246
400,186
360,157
311,121
257,83
212,51
192,37
190,36
186,33
183,31
178,28
170,22
166,20
164,19
163,19
163,19
163,19
162,19
162,19
162,19
161,19
161,19
161,19
160,19
160,19
160,19
160,19
159,19
159,19
159,19
159,19
158,19
158,19
158,19
158,19
157,19
157,19
157,19
157,19
157,20
157,20
157,20
156,20
156,20
156,20
156,21
155,20
155,19
154,19
155,20
154,19
154,20
153,19
152,18
158,25
157,24
154,21
153,20
152,19
151,19
152,19
153,20
168,36
156,23
154,21
160,27
159,26
158,25
155,22
154,22
153,21
