A1,A2
431,20
449,22
463,23
467,24
466,24
465,24
468,25
484,26
496,28
524,30
549,32
589,36
631,40
659,42
673,44
697,46
706,47
745,51
758,52
761,52
794,56
986,73
992,74
1000,75
1000,75
1000,76
1000,76
1000,77
999,77
999,78
1000,79
998,79
999,80
999,80
998,81
998,81
998,82
1000,82
1000,83
1001,83
1001,84
1001,84
1001,84
1001,85
1001,85
1001,86
1001,86
1001,87
1001,87
1002,87
1002,88
1002,88
1000,88
1000,88
1001,88
1001,89
1001,89
1000,89
1002,90
999,90
968,87
986,88
992,89
997,90
997,90
996,90
996,90
997,90
998,91
998,91
998,91
997,91
997,91
994,91
978,89
995,92
994,92
994,92
995,92
995,92
994,92
995,92
994,92
974,90
989,92
979,91
957,88
961,89
967,89
995,93
989,93
992,93
989,93
983,92
982,92
983,92
979,92
975,91
980,92
978,92
982,92
980,92
980,92
983,93
981,92
982,92
988,93
988,93
989,93
988,93
988,93
988,94
990,94
990,94
987,94
985,93
985,93
985,94
986,94
988,94
989,94
989,94
990,94
992,95
993,95
994,95
994,95
993,95
992,95
