A1,A2
184,25
187,25
189,26
190,26
191,26
194,27
198,27
202,28
208,29
216,30
218,30
220,30
221,31
224,31
226,31
230,32
235,32
238,33
240,33
244,34
252,35
259,36
270,38
275,38
280,39
285,40
297,41
312,44
322,45
329,46
332,47
335,47
343,48
358,50
363,51
370,52
385,54
396,56
404,57
417,59
432,61
482,68
556,79
619,88
646,91
660,93
706,100
745,105
772,109
885,125
915,129
927,131
925,130
927,131
930,131
937,132
937,132
937,132
937,132
938,132
938,132
939,132
939,132
939,132
940,132
940,133
940,132
941,132
941,132
941,132
941,132
941,132
941,132
941,132
940,133
941,132
941,132
940,132
940,132
940,132
940,132
940,132
940,132
939,132
939,132
939,132
938,132
938,132
938,132
937,132
937,132
937,132
936,132
937,132
937,132
931,131
927,130
927,131
926,130
926,130
928,131
927,130
916,129
849,119
650,92
527,74
447,63
402,57
366,51
339,48
317,44
293,41
273,38
252,35
244,34
241,33
241,33
234,32
225,31
223,31
220,30
214,29
206,28
