Val
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
0.000000000000000000e+00
5.000000000000000000e+01
1.880800000000000000e+04
4.554300000000000000e+04
3.096000000000000000e+03
1.248000000000000000e+03
4.621900000000000000e+04
2.877500000000000000e+04
2.983900000000000000e+04
4.603700000000000000e+04
6.245500000000000000e+04
6.037200000000000000e+04
4.726300000000000000e+04
3.623100000000000000e+04
3.651000000000000000e+04
4.602400000000000000e+04
5.551900000000000000e+04
5.652700000000000000e+04
4.932700000000000000e+04
4.137100000000000000e+04
4.009900000000000000e+04
4.524500000000000000e+04
5.089100000000000000e+04
5.165100000000000000e+04
4.727600000000000000e+04
4.188600000000000000e+04
4.061100000000000000e+04
4.421200000000000000e+04
4.832100000000000000e+04
4.959900000000000000e+04
4.728100000000000000e+04
4.419900000000000000e+04
4.266300000000000000e+04
4.420900000000000000e+04
4.703400000000000000e+04
4.831500000000000000e+04
4.728300000000000000e+04
4.497200000000000000e+04
4.394700000000000000e+04
4.446400000000000000e+04
4.600600000000000000e+04
4.728800000000000000e+04
4.677100000000000000e+04
4.548700000000000000e+04
4.471800000000000000e+04
4.497600000000000000e+04
4.600400000000000000e+04
4.677400000000000000e+04
4.651500000000000000e+04
4.574400000000000000e+04
4.523200000000000000e+04
4.523300000000000000e+04
4.600300000000000000e+04
4.626000000000000000e+04
4.626000000000000000e+04
4.600200000000000000e+04
4.548900000000000000e+04
4.548900000000000000e+04
4.574700000000000000e+04
4.600400000000000000e+04
4.625900000000000000e+04
4.600300000000000000e+04
4.574500000000000000e+04
4.549000000000000000e+04
4.574700000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600200000000000000e+04
4.574600000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.549100000000000000e+04
4.600200000000000000e+04
4.549000000000000000e+04
4.574600000000000000e+04
4.574700000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.574600000000000000e+04
4.574700000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.600300000000000000e+04
4.677400000000000000e+04
4.677400000000000000e+04
4.677300000000000000e+04
