Time
1695
1689
1695
1689
1689
1694
1689
1695
1688
1689
1695
1689
1695
1689
1689
1689
1689
1695
1689
1695
1688
1689
1689
1689
1695
1688
1695
1688
1688
1689
1689
1694
1688
1694
1689
1689
1689
1689
1694
1689
1695
1689
1688
1689
1689
1694
1689
1694
1710
1689
1694
1689
1694
1710
1710
1689
1689
1694
1689
1694
1688
1688
1689
1689
1694
1688
1695
1688
1689
1689
1688
1694
1689
1694
1689
1689
1695
1688
1695
1689
1695
1689
1689
1695
1688
1695
1689
1695
1688
1689
1694
1689
1694
1689
1689
1688
1689
1694
1688
1694
1689
1689
1688
1689
1695
