Time
840
813
813
833
834
819
819
833
813
834
833
834
834
834
833
813
819
813
812
819
813
813
840
813
812
819
813
812
819
813
813
818
813
813
819
812
810
815
813
813
818
812
813
818
812
813
818
813
813
818
809
813
812
813
813
813
812
812
809
810
812
812
812
809
809
813
813
809
809
812
809
809
813
810
813
813
809
813
813
813
812
813
812
809
812
812
812
813
809
809
813
813
812
809
812
813
812
809
809
813
813
810
809
809
815
809
